artifact_id,scenario,lifecycle,artifact,path,status,owner,public_safe,table_title,evidence_class,confidence,source_or_validation
PUB-051,Case 03 — Open-source RaaS productization,Govern / Reference,Open-Source Compliance and SBOM Plan,scenarios/03-open-source-quadruped-raas-productization/OPEN_SOURCE_COMPLIANCE_AND_SBOM.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-052,Case 03 — Open-source RaaS productization,Plan / Design,OpenQuad Managed Lab Product Brief and Product Requirements Document,scenarios/03-open-source-quadruped-raas-productization/PRODUCT_BRIEF_AND_PRD.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-053,Case 03 — Open-source RaaS productization,Plan / Design,Product Roadmap - OpenQuad Managed Lab,scenarios/03-open-source-quadruped-raas-productization/PRODUCT_ROADMAP.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-054,Case 03 — Open-source RaaS productization,Operate / Support,RaaS Service Design - OpenQuad Managed Lab,scenarios/03-open-source-quadruped-raas-productization/RAAS_SERVICE_DESIGN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-055,Case 03 — Open-source RaaS productization,Plan / Control,Raci,scenarios/03-open-source-quadruped-raas-productization/RACI.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-056,Case 03 — Open-source RaaS productization,Plan / Control,Raid,scenarios/03-open-source-quadruped-raas-productization/RAID.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-057,Case 03 — Open-source RaaS productization,Operate / Support,Reliability and Serviceability Plan - OpenQuad RaaS,scenarios/03-open-source-quadruped-raas-productization/RELIABILITY_SERVICEABILITY_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-058,Case 03 — Open-source RaaS productization,Govern / Reference,Research and Assumptions - Open-Source Quadruped Productization,scenarios/03-open-source-quadruped-raas-productization/RESEARCH_AND_ASSUMPTIONS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-059,Case 03 — Open-source RaaS productization,Plan / Control,Schedule,scenarios/03-open-source-quadruped-raas-productization/SCHEDULE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-060,Case 03 — Open-source RaaS productization,Plan / Control,Supplier and Manufacturing Readiness - OpenQuad RaaS,scenarios/03-open-source-quadruped-raas-productization/SUPPLIER_MANUFACTURING_READINESS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-061,Case 03 — Open-source RaaS productization,Plan / Design,System Requirements Traceability,scenarios/03-open-source-quadruped-raas-productization/SYSTEM_REQUIREMENTS_TRACEABILITY.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-062,Case 03 — Open-source RaaS productization,Assure / Validate,Verification and Validation - OpenQuad RaaS,scenarios/03-open-source-quadruped-raas-productization/VERIFICATION_VALIDATION.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-063,Case 03 — Open-source RaaS productization,Execute / Deploy,Weekly Status Report - OpenQuad Productization Closeout,scenarios/03-open-source-quadruped-raas-productization/WEEKLY_STATUS_REPORT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-064,Case 04 — Support,Govern / Reference,Artifact Index — Robotics Support Operations,scenarios/04-robotics-support-operations/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-065,Case 04 — Support,Govern / Reference,Basis of Estimate and Sensitivity — Robotics Support Operations,scenarios/04-robotics-support-operations/BASIS_OF_ESTIMATE_AND_SENSITIVITY.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-066,Case 04 — Support,Plan / Control,Budget,scenarios/04-robotics-support-operations/BUDGET.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-067,Case 04 — Support,Operate / Support,Business Continuity — Robotics Support,scenarios/04-robotics-support-operations/BUSINESS_CONTINUITY.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-068,Case 04 — Support,Initiate / Discover,Case Study 4 — Build Robotics Support Operations,scenarios/04-robotics-support-operations/CASE_STUDY.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-069,Case 04 — Support,Plan / Design,Closeout and Maturity Roadmap — Robotics Support,scenarios/04-robotics-support-operations/CLOSEOUT_AND_MATURITY_ROADMAP.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-070,Case 04 — Support,Execute / Deploy,Customer Communications — Robotics Support,scenarios/04-robotics-support-operations/CUSTOMER_COMMUNICATIONS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-071,Case 04 — Support,Execute / Deploy,Diagnostic and Troubleshooting Runbook,scenarios/04-robotics-support-operations/DIAGNOSTIC_RUNBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-072,Case 04 — Support,Govern / Reference,Implementation Backlog,scenarios/04-robotics-support-operations/IMPLEMENTATION_BACKLOG.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-073,Case 04 — Support,Operate / Support,"Incident, Problem, and Change Management",scenarios/04-robotics-support-operations/INCIDENT_PROBLEM_CHANGE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-074,Case 04 — Support,Operate / Support,Knowledge Management — Robotics Support,scenarios/04-robotics-support-operations/KNOWLEDGE_MANAGEMENT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-075,Case 04 — Support,Govern / Reference,Robotics Service KPI Scorecard,scenarios/04-robotics-support-operations/KPI_SCORECARD.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-076,Case 04 — Support,Operate / Support,Observability and Data Plan — Robotics Support,scenarios/04-robotics-support-operations/OBSERVABILITY_AND_DATA_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-077,Case 04 — Support,Govern / Reference,Operating Baseline and Cost Assumptions — Robotics Support,scenarios/04-robotics-support-operations/OPERATING_BASELINE_AND_COST_ASSUMPTIONS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-078,Case 04 — Support,Govern / Reference,Robotics Support Operating Model,scenarios/04-robotics-support-operations/OPERATING_MODEL.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-079,Case 04 — Support,Plan / Control,Raci,scenarios/04-robotics-support-operations/RACI.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-080,Case 04 — Support,Operate / Support,"RMA, Parts, and Field Service Process",scenarios/04-robotics-support-operations/RMA_AND_PARTS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-081,Case 04 — Support,Assure / Validate,Security and Remote Access — Robotics Support,scenarios/04-robotics-support-operations/SECURITY_AND_REMOTE_ACCESS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-082,Case 04 — Support,Operate / Support,Robotics Service Catalog,scenarios/04-robotics-support-operations/SERVICE_CATALOG.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-083,Case 04 — Support,Govern / Reference,Severity and Service Targets,scenarios/04-robotics-support-operations/SEVERITY_SLA.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-084,Case 04 — Support,Govern / Reference,Staffing and Capacity Plan — Robotics Support,scenarios/04-robotics-support-operations/STAFFING_AND_CAPACITY_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-085,Case 04 — Support,Operate / Support,Support Readiness Gate,scenarios/04-robotics-support-operations/SUPPORT_READINESS_CHECKLIST.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-086,Case 04 — Support,Govern / Reference,Tool Selection and Cost Model — Robotics Support,scenarios/04-robotics-support-operations/TOOL_SELECTION_AND_COST.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-087,Case 04 — Support,Execute / Deploy,Final Status Report — Support Operations Build,scenarios/04-robotics-support-operations/WEEKLY_STATUS_REPORT.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-088,Case 05 — Airport restroom,Plan / Design,24-Hour Humanoid Opportunity Roadmap,scenarios/05-airport-restroom-humanoid-deployment/24_HOUR_HUMANOID_OPPORTUNITY_ROADMAP.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-089,Case 05 — Airport restroom,Govern / Reference,Airport Owner / Operator Implementation Plan,scenarios/05-airport-restroom-humanoid-deployment/AIRPORT_OWNER_IMPLEMENTATION_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-090,Case 05 — Airport restroom,Govern / Reference,Artifact Index — Airport Restroom Humanoid Pilot,scenarios/05-airport-restroom-humanoid-deployment/ARTIFACT_INDEX.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-091,Case 05 — Airport restroom,Govern / Reference,Basis of Estimate and Sensitivity,scenarios/05-airport-restroom-humanoid-deployment/BASIS_OF_ESTIMATE_AND_SENSITIVITY.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-092,Case 05 — Airport restroom,Close / Learn,Benefits Realization Plan,scenarios/05-airport-restroom-humanoid-deployment/BENEFITS_REALIZATION_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-093,Case 05 — Airport restroom,Plan / Control,Budget,scenarios/05-airport-restroom-humanoid-deployment/BUDGET.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-094,Case 05 — Airport restroom,Initiate / Discover,Business Case and Total Cost of Ownership,scenarios/05-airport-restroom-humanoid-deployment/BUSINESS_CASE_AND_TCO.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-095,Case 05 — Airport restroom,Initiate / Discover,Case 05 — Airport Restroom Humanoid Cleaning Pilot,scenarios/05-airport-restroom-humanoid-deployment/CASE_STUDY.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-096,Case 05 — Airport restroom,Close / Learn,Closeout and Handoff — Airport Restroom Humanoid Pilot,scenarios/05-airport-restroom-humanoid-deployment/CLOSEOUT_AND_HANDOFF.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-097,Case 05 — Airport restroom,Assure / Validate,"Cybersecurity, Privacy, and Data Plan",scenarios/05-airport-restroom-humanoid-deployment/CYBERSECURITY_PRIVACY_AND_DATA_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-098,Case 05 — Airport restroom,Execute / Deploy,Daily Operations and Exception Runbook,scenarios/05-airport-restroom-humanoid-deployment/DAILY_OPERATIONS_AND_EXCEPTION_RUNBOOK.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-099,Case 05 — Airport restroom,Plan / Control,Integrated Master Schedule,scenarios/05-airport-restroom-humanoid-deployment/INTEGRATED_MASTER_SCHEDULE.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-100,Case 05 — Airport restroom,Initiate / Discover,Integrated Program Charter — Airport Restroom Humanoid Pilot,scenarios/05-airport-restroom-humanoid-deployment/INTEGRATED_PROGRAM_CHARTER.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-101,Case 05 — Airport restroom,Govern / Reference,Manufacturer Project Manager Plan,scenarios/05-airport-restroom-humanoid-deployment/MANUFACTURER_PROJECT_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-102,Case 05 — Airport restroom,Govern / Reference,Phase 2 24-Hour Operating Plan,scenarios/05-airport-restroom-humanoid-deployment/PHASE_2_24_HOUR_OPERATING_PLAN.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-103,Case 05 — Airport restroom,Initiate / Discover,Phase 2 Robotics-as-a-Service Expansion Business Case,scenarios/05-airport-restroom-humanoid-deployment/PHASE_2_RAAS_EXPANSION_BUSINESS_CASE.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-104,Case 05 — Airport restroom,Govern / Reference,Robotics-as-a-Service Pricing and Unit Economics,scenarios/05-airport-restroom-humanoid-deployment/RAAS_PRICING_AND_UNIT_ECONOMICS.md,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-105,Case 05 — Airport restroom,Plan / Control,Raci,scenarios/05-airport-restroom-humanoid-deployment/RACI.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
PUB-106,Case 05 — Airport restroom,Plan / Control,Raid,scenarios/05-airport-restroom-humanoid-deployment/RAID.csv,Completed scenario evidence,Program Manager,Yes,Public artifact register,Derived calculation,High,Generated from the repository source inventory
